name,type,seq_len,exact_p,exact_r,exact_f1,shift_p,shift_r,shift_f1,exact_weighted_f1,shift_weighted_f1
./RNAStrAlign/tRNA_database/tdbD00008415.ct,./RNAStrAlign/tRNA,75,0.33333334,0.18181819,0.23529412,0.33333334,0.18181819,0.23529412,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00002430.ct,./RNAStrAlign/tRNA,77,0.6923077,0.42857143,0.5294118,0.9230769,0.5714286,0.7058824,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06194.ct,./RNAStrAlign/5S,117,0.52380955,0.36666667,0.43137255,0.52380955,0.36666667,0.43137255,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06118.ct,./RNAStrAlign/5S,121,0.5833333,0.4117647,0.4827586,0.6666667,0.47058824,0.55172414,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02210.ct,./RNAStrAlign/5S,122,0.46666667,0.4117647,0.4375,0.6,0.5294118,0.5625,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011443.ct,./RNAStrAlign/tRNA,73,0.8666667,0.61904764,0.7222222,0.8666667,0.61904764,0.7222222,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02579.ct,./RNAStrAlign/5S,117,0.41379312,0.3529412,0.3809524,0.62068963,0.5294118,0.5714286,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC1/Apy.S943-4.ct,./RNAStrAlign/group,480,0.05357143,0.04411765,0.048387095,0.05357143,0.04411765,0.048387095,0.35795736363681274,0.4259473074486433
./RNAStrAlign/SRP_database/animal/Nema.vect._GSP-45351.ct,./RNAStrAlign/SRP,302,0.11627907,0.05102041,0.07092199,0.11627907,0.05102041,0.07092199,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00009362.ct,./RNAStrAlign/tRNA,73,0.6875,0.5,0.57894737,0.75,0.54545456,0.6315789,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Plastids/P00294.ct,./RNAStrAlign/5S,123,0.5,0.31428573,0.3859649,0.59090906,0.37142858,0.45614034,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011265.ct,./RNAStrAlign/tRNA,73,0.5714286,0.4,0.47058824,0.71428573,0.5,0.5882353,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03254.ct,./RNAStrAlign/5S,106,0.6666667,0.53846157,0.59574467,0.71428573,0.5769231,0.63829786,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005589.ct,./RNAStrAlign/tRNA,73,0.5625,0.42857143,0.4864865,0.75,0.5714286,0.6486486,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC1/Cbr.S943-6.ct,./RNAStrAlign/group,392,0.20454545,0.15789473,0.17821783,0.25,0.19298245,0.21782178,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Mitochondria/M00107.ct,./RNAStrAlign/5S,111,0.56,0.6086956,0.5833333,0.6,0.65217394,0.625,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00892.ct,./RNAStrAlign/5S,122,0.46666667,0.42424244,0.44444445,0.6,0.54545456,0.5714286,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00476.ct,./RNAStrAlign/5S,122,0.5185185,0.3888889,0.44444445,0.5925926,0.44444445,0.50793654,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00010969.ct,./RNAStrAlign/tRNA,76,0.61538464,0.4,0.4848485,0.7692308,0.5,0.6060606,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05710.ct,./RNAStrAlign/5S,117,0.6,0.45454547,0.51724136,0.68,0.5151515,0.5862069,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06557.ct,./RNAStrAlign/5S,111,0.36363637,0.26666668,0.30769232,0.36363637,0.26666668,0.30769232,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/U13162.ct,./RNAStrAlign/16S,243,0.22807017,0.18055555,0.2015504,0.2631579,0.20833333,0.23255815,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00856.ct,./RNAStrAlign/5S,117,0.52,0.38235295,0.44067797,0.72,0.5294118,0.6101695,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tmRNA_database/Stap.sapr._AF375585.ct,./RNAStrAlign/tmRNA,360,0.09210526,0.083333336,0.0875,0.09210526,0.083333336,0.0875,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01596.ct,./RNAStrAlign/5S,122,0.61290324,0.5277778,0.5671642,0.6451613,0.5555556,0.5970149,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IB4/Tna.bL1931_p10.ct,./RNAStrAlign/group,273,0.16129032,0.10989011,0.13071896,0.24193548,0.16483517,0.19607843,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00003805.ct,./RNAStrAlign/tRNA,76,0.73333335,0.52380955,0.6111111,0.8666667,0.61904764,0.7222222,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03287.ct,./RNAStrAlign/5S,121,0.4347826,0.32258064,0.37037036,0.5217391,0.38709676,0.44444445,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00007638.ct,./RNAStrAlign/tRNA,74,0.53333336,0.3809524,0.44444445,0.6666667,0.47619048,0.5555556,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/DQ004349.ct,./RNAStrAlign/16S,567,0.7288136,0.56953645,0.6394052,0.8135593,0.6357616,0.71375465,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02512.ct,./RNAStrAlign/5S,117,0.625,0.48387095,0.54545456,0.8333333,0.6451613,0.72727275,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04773.ct,./RNAStrAlign/5S,116,0.41666666,0.3125,0.35714287,0.7916667,0.59375,0.6785714,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05957.ct,./RNAStrAlign/5S,119,0.5833333,0.4375,0.5,0.6666667,0.5,0.5714286,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Plastids/P00396.ct,./RNAStrAlign/5S,123,0.5652174,0.37142858,0.44827586,0.5652174,0.37142858,0.44827586,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01556.ct,./RNAStrAlign/5S,122,0.6060606,0.5555556,0.5797101,0.6363636,0.5833333,0.6086956,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Plastids/P00725.ct,./RNAStrAlign/5S,123,0.5,0.38235295,0.43333334,0.5,0.38235295,0.43333334,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00003879.ct,./RNAStrAlign/tRNA,72,0.85714287,0.5714286,0.6857143,0.85714287,0.5714286,0.6857143,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC1/Mci.L798-1.ct,./RNAStrAlign/group,322,0.06944445,0.05154639,0.0591716,0.1388889,0.10309278,0.1183432,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02534.ct,./RNAStrAlign/5S,122,0.5,0.44117647,0.46875,0.6333333,0.5588235,0.59375,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00966.ct,./RNAStrAlign/5S,120,0.5416667,0.3611111,0.43333334,0.625,0.41666666,0.5,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02762.ct,./RNAStrAlign/5S,117,0.7083333,0.5,0.5862069,0.7916667,0.5588235,0.6551724,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Actinobacteria/AB123503.ct,./RNAStrAlign/16S,566,0.84347826,0.67832166,0.751938,0.8608696,0.6923077,0.76744187,0.35795736363681274,0.4259473074486433
"./RNAStrAlign/group_I_intron_database/IC2/Pan.m.ND5,2_p10.ct",./RNAStrAlign/group,337,0.11764706,0.08510638,0.09876543,0.16176471,0.11702128,0.13580246,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02617.ct,./RNAStrAlign/5S,122,0.4516129,0.4117647,0.43076923,0.58064514,0.5294118,0.5538462,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01291.ct,./RNAStrAlign/5S,122,0.6923077,0.5,0.58064514,0.6923077,0.5,0.58064514,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00429.ct,./RNAStrAlign/5S,122,0.56666666,0.4857143,0.52307695,0.6333333,0.54285717,0.5846154,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06308.ct,./RNAStrAlign/5S,120,0.6666667,0.4,0.5,0.7619048,0.45714286,0.5714286,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02282.ct,./RNAStrAlign/5S,122,0.5,0.3888889,0.4375,0.64285713,0.5,0.5625,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B01704.ct,./RNAStrAlign/5S,115,0.65384614,0.5,0.56666666,0.8076923,0.61764705,0.7,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Mitochondria/M00045.ct,./RNAStrAlign/5S,118,0.2,0.1724138,0.18518518,0.24,0.20689656,0.22222222,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011461.ct,./RNAStrAlign/tRNA,76,0.84615386,0.52380955,0.64705884,1.1538461,0.71428573,0.88235295,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Bacilli/AJ784905.ct,./RNAStrAlign/16S,480,0.85,0.65384614,0.73913044,0.85,0.65384614,0.73913044,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/M55242.ct,./RNAStrAlign/16S,260,0.7358491,0.52,0.609375,0.8113208,0.5733333,0.671875,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00008528.ct,./RNAStrAlign/tRNA,77,0.78571427,0.55,0.64705884,0.85714287,0.6,0.7058824,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Actinobacteria/X68461.ct,./RNAStrAlign/16S,502,0.6,0.47142857,0.528,0.6545454,0.51428574,0.576,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01033.ct,./RNAStrAlign/5S,122,0.53571427,0.41666666,0.46875,0.53571427,0.41666666,0.46875,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04878.ct,./RNAStrAlign/5S,116,0.3,0.29032257,0.29508197,0.5,0.48387095,0.4918033,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02239.ct,./RNAStrAlign/5S,116,0.65217394,0.45454547,0.53571427,0.82608694,0.57575756,0.6785714,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AF007258.ct,./RNAStrAlign/16S,380,0.55,0.4,0.4631579,0.575,0.4181818,0.48421052,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00004789.ct,./RNAStrAlign/tRNA,71,0.6666667,0.44444445,0.53333336,0.6666667,0.44444445,0.53333336,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03698.ct,./RNAStrAlign/5S,118,0.5,0.3529412,0.41379312,0.5833333,0.4117647,0.4827586,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00564.ct,./RNAStrAlign/5S,122,0.5185185,0.4,0.4516129,0.5925926,0.45714286,0.516129,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04306.ct,./RNAStrAlign/5S,117,0.30769232,0.25,0.27586207,0.30769232,0.25,0.27586207,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00007226.ct,./RNAStrAlign/tRNA,85,0.44444445,0.33333334,0.3809524,0.44444445,0.33333334,0.3809524,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Archaea/A00219.ct,./RNAStrAlign/5S,122,0.60714287,0.5483871,0.5762712,0.71428573,0.6451613,0.6779661,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00138.ct,./RNAStrAlign/5S,117,0.52,0.38235295,0.44067797,0.64,0.47058824,0.5423729,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B01054.ct,./RNAStrAlign/5S,116,0.43333334,0.43333334,0.43333334,0.6,0.6,0.6,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00003845.ct,./RNAStrAlign/tRNA,71,0.78571427,0.52380955,0.62857145,0.85714287,0.5714286,0.6857143,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00004686.ct,./RNAStrAlign/tRNA,75,0.09090909,0.05,0.06451613,0.45454547,0.25,0.32258064,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02165.ct,./RNAStrAlign/5S,122,0.4642857,0.37142858,0.41269842,0.53571427,0.42857143,0.47619048,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00004062.ct,./RNAStrAlign/tRNA,76,0.7058824,0.5714286,0.6315789,0.7058824,0.5714286,0.6315789,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02494.ct,./RNAStrAlign/5S,116,0.8181818,0.5294118,0.64285713,0.8181818,0.5294118,0.64285713,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011968.ct,./RNAStrAlign/tRNA,75,0.06666667,0.04761905,0.055555556,0.26666668,0.1904762,0.22222222,0.35795736363681274,0.4259473074486433
./RNAStrAlign/SRP_database/fungal/Para.bras._EH655308.ct,./RNAStrAlign/SRP,127,0.0,0.0,0.0,0.0,0.0,0.0,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03745.ct,./RNAStrAlign/5S,118,0.52,0.38235295,0.44067797,0.68,0.5,0.5762712,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00697.ct,./RNAStrAlign/5S,115,0.42857143,0.29032257,0.34615386,0.61904764,0.41935483,0.5,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00009864.ct,./RNAStrAlign/tRNA,87,0.3888889,0.25925925,0.31111112,0.6111111,0.4074074,0.4888889,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Aquifcae/DQ398790.ct,./RNAStrAlign/16S,424,0.22077923,0.17,0.19209039,0.2987013,0.23,0.259887,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00006963.ct,./RNAStrAlign/tRNA,85,0.36842105,0.29166666,0.3255814,0.68421054,0.5416667,0.60465115,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Plastids/P00684.ct,./RNAStrAlign/5S,123,0.65217394,0.46875,0.54545456,0.65217394,0.46875,0.54545456,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00001789.ct,./RNAStrAlign/tRNA,73,0.6875,0.55,0.6111111,0.6875,0.55,0.6111111,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03675.ct,./RNAStrAlign/5S,119,0.5,0.3888889,0.4375,0.5,0.3888889,0.4375,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00481.ct,./RNAStrAlign/5S,122,0.4642857,0.3611111,0.40625,0.60714287,0.4722222,0.53125,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00141.ct,./RNAStrAlign/5S,120,0.7,0.4,0.5090909,0.8,0.45714286,0.58181816,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tmRNA_database/Fran.spec._CP000249.ct,./RNAStrAlign/tmRNA,374,0.1097561,0.08571429,0.09625668,0.14634146,0.114285715,0.12834224,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Bacilli/AJ874742.ct,./RNAStrAlign/16S,447,0.7708333,0.5736434,0.6577778,0.7708333,0.5736434,0.6577778,0.35795736363681274,0.4259473074486433
./RNAStrAlign/RNaseP_database/a_bacterial/H.pylori-RU1.ct,./RNAStrAlign/RNaseP,317,0.06557377,0.04761905,0.055172414,0.09836066,0.071428575,0.08275862,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00385.ct,./RNAStrAlign/5S,122,0.4814815,0.37142858,0.41935483,0.7777778,0.6,0.67741936,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Alphaproteobacteria/AY526225.ct,./RNAStrAlign/16S,366,0.39506173,0.32323232,0.35555556,0.39506173,0.32323232,0.35555556,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00010119.ct,./RNAStrAlign/tRNA,88,0.64705884,0.45833334,0.5365854,0.64705884,0.45833334,0.5365854,0.35795736363681274,0.4259473074486433
"./RNAStrAlign/group_I_intron_database/IB1/Isp.m.COX1,1_p1.ct",./RNAStrAlign/group,310,0.17460318,0.125,0.14569536,0.20634921,0.14772727,0.17218544,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00010600.ct,./RNAStrAlign/tRNA,71,0.5714286,0.3809524,0.45714286,0.78571427,0.52380955,0.62857145,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tmRNA_database/Burk.ceno._TRW-216591.ct,./RNAStrAlign/tmRNA,370,0.095744684,0.08571429,0.09045226,0.15957446,0.14285715,0.15075377,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC1/Pva.S943-1.ct,./RNAStrAlign/group,388,0.097826086,0.08411215,0.09045226,0.1521739,0.13084112,0.14070351,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B01046.ct,./RNAStrAlign/5S,123,0.29166666,0.20588236,0.2413793,0.41666666,0.29411766,0.3448276,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00465.ct,./RNAStrAlign/5S,122,0.41935483,0.3939394,0.40625,0.5483871,0.5151515,0.53125,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005982.ct,./RNAStrAlign/tRNA,74,0.7692308,0.47619048,0.5882353,0.7692308,0.47619048,0.5882353,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05112.ct,./RNAStrAlign/5S,117,0.6086956,0.46666667,0.5283019,0.7826087,0.6,0.6792453,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00426.ct,./RNAStrAlign/5S,120,0.5217391,0.36363637,0.42857143,0.5217391,0.36363637,0.42857143,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02793.ct,./RNAStrAlign/5S,108,0.5555556,0.3448276,0.42553192,0.6666667,0.41379312,0.5106383,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00006169.ct,./RNAStrAlign/tRNA,73,0.6,0.2857143,0.38709676,0.6,0.2857143,0.38709676,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00006767.ct,./RNAStrAlign/tRNA,83,0.4375,0.28,0.34146342,0.6875,0.44,0.5365854,0.35795736363681274,0.4259473074486433
./RNAStrAlign/SRP_database/protozoan/Plas.falc._EF690554.ct,./RNAStrAlign/SRP,228,0.022222223,0.016129032,0.018691588,0.06666667,0.048387095,0.056074765,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00009116.ct,./RNAStrAlign/tRNA,72,0.75,0.42857143,0.54545456,0.75,0.42857143,0.54545456,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05765.ct,./RNAStrAlign/5S,117,0.53846157,0.4516129,0.49122807,0.7692308,0.6451613,0.7017544,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00009048.ct,./RNAStrAlign/tRNA,77,0.36363637,0.1904762,0.25,0.90909094,0.47619048,0.625,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00850.ct,./RNAStrAlign/5S,122,0.5,0.44117647,0.46875,0.6333333,0.5588235,0.59375,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04693.ct,./RNAStrAlign/5S,118,0.5185185,0.42424244,0.46666667,0.6666667,0.54545456,0.6,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00510.ct,./RNAStrAlign/5S,118,0.4090909,0.29032257,0.33962265,0.72727275,0.516129,0.6037736,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00000508.ct,./RNAStrAlign/tRNA,72,0.3846154,0.23809524,0.29411766,0.61538464,0.3809524,0.47058824,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03278.ct,./RNAStrAlign/5S,121,0.5,0.38709676,0.43636364,0.5,0.38709676,0.43636364,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00002.ct,./RNAStrAlign/5S,120,0.4642857,0.37142858,0.41269842,0.5714286,0.45714286,0.50793654,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03280.ct,./RNAStrAlign/5S,121,0.39130434,0.28125,0.3272727,0.6086956,0.4375,0.5090909,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03660.ct,./RNAStrAlign/5S,118,0.5217391,0.34285715,0.41379312,0.6086956,0.4,0.4827586,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B05000.ct,./RNAStrAlign/5S,119,0.5263158,0.3030303,0.3846154,0.7368421,0.42424244,0.53846157,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06584.ct,./RNAStrAlign/5S,111,0.375,0.22222222,0.27906978,0.5625,0.33333334,0.41860464,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00009776.ct,./RNAStrAlign/tRNA,87,0.44444445,0.30769232,0.36363637,0.7777778,0.53846157,0.6363636,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IE3/Pob.S1199.ct,./RNAStrAlign/group,396,0.12,0.0952381,0.10619469,0.18,0.14285715,0.15929204,0.35795736363681274,0.4259473074486433
./RNAStrAlign/telomerase_database/AF221926.103-507.ct,./RNAStrAlign/telomerase,405,0.05376344,0.056818184,0.055248618,0.07526882,0.07954545,0.07734807,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E02062.ct,./RNAStrAlign/5S,123,0.5483871,0.4722222,0.5074627,0.67741936,0.5833333,0.6268657,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E00121.ct,./RNAStrAlign/5S,120,0.5769231,0.42857143,0.4918033,0.7307692,0.54285717,0.6229508,0.35795736363681274,0.4259473074486433
./RNAStrAlign/group_I_intron_database/IC1/Eca.S1506-1.ct,./RNAStrAlign/group,500,0.06837607,0.060606062,0.064257026,0.17094018,0.15151516,0.16064256,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tmRNA_database/Past.mult._AE006115.ct,./RNAStrAlign/tmRNA,367,0.15294118,0.12871288,0.13978495,0.23529412,0.1980198,0.21505377,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B02537.ct,./RNAStrAlign/5S,117,0.44444445,0.3529412,0.39344263,0.5925926,0.47058824,0.52459013,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B00891.ct,./RNAStrAlign/5S,115,0.55,0.36666667,0.44,0.6,0.4,0.48,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B04959.ct,./RNAStrAlign/5S,118,0.71428573,0.45454547,0.5555556,0.8095238,0.5151515,0.6296296,0.35795736363681274,0.4259473074486433
./RNAStrAlign/16S_rRNA_database/Bacilli/AY826656.ct,./RNAStrAlign/16S,369,0.7848101,0.63917524,0.70454544,0.8101266,0.6597938,0.72727275,0.35795736363681274,0.4259473074486433
./RNAStrAlign/SRP_database/small_bacterial/Trep.pall._AE000520.ct,./RNAStrAlign/SRP,96,0.055555556,0.045454547,0.05,0.055555556,0.045454547,0.05,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03235.ct,./RNAStrAlign/5S,110,0.5217391,0.41379312,0.46153846,0.5217391,0.41379312,0.46153846,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03436.ct,./RNAStrAlign/5S,117,0.72727275,0.47058824,0.5714286,0.8636364,0.5588235,0.6785714,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00005050.ct,./RNAStrAlign/tRNA,73,0.8,0.5714286,0.6666667,0.93333334,0.6666667,0.7777778,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B03693.ct,./RNAStrAlign/5S,116,0.65217394,0.44117647,0.5263158,0.65217394,0.44117647,0.5263158,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Bacteria/B06580.ct,./RNAStrAlign/5S,110,0.3,0.20689656,0.24489796,0.4,0.27586207,0.3265306,0.35795736363681274,0.4259473074486433
./RNAStrAlign/RNaseP_database/nuclear/P.guilliermondii.ct,./RNAStrAlign/RNaseP,189,0.027027028,0.023255814,0.025,0.027027028,0.023255814,0.025,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00008430.ct,./RNAStrAlign/tRNA,78,0.71428573,0.47619048,0.5714286,0.71428573,0.47619048,0.5714286,0.35795736363681274,0.4259473074486433
./RNAStrAlign/5S_rRNA_database/Eukaryota/E01877.ct,./RNAStrAlign/5S,123,0.61538464,0.44444445,0.516129,0.88461536,0.6388889,0.7419355,0.35795736363681274,0.4259473074486433
./RNAStrAlign/tRNA_database/tdbD00011887.ct,./RNAStrAlign/tRNA,74,0.5,0.35,0.4117647,0.64285713,0.45,0.5294118,0.35795736363681274,0.4259473074486433
./RNAStrAlign/RNaseP_database/archaea/H.volcanii.ct,./RNAStrAlign/RNaseP,433,0.018691588,0.016393442,0.01746725,0.037383176,0.032786883,0.0349345,0.35795736363681274,0.4259473074486433
